#SwissprotGeneID	Database_ID	E_value	Identity	Score	Annotation
T1_Unigene_BMK.48006	sp|Q0RDS4|IF2_FRAAA	3.18437e-10	59/170(34.71)	63	Translation initiation factor IF-2 OS=Frankia alni (strain ACN14a) GN=infB PE=3 SV=1
T1_Unigene_BMK.48036	sp|Q84N29|NLTP3_WHEAT	3.36989e-79	120/122(98.36)	237	Probable non-specific lipid-transfer protein 3 OS=Triticum aestivum GN=LTP3 PE=2 SV=1
T1_Unigene_BMK.48089	sp|P17816|GRP1_HORVU	4.00482e-21	44/81(54.32)	90	Glycine-rich cell wall structural protein OS=Hordeum vulgare GN=GRP PE=2 SV=1
T1_Unigene_BMK.48139	sp|P22217|TRX1_YEAST	8.56917e-08	34/91(37.36)	51	Thioredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX1 PE=1 SV=3
T1_Unigene_BMK.48228	sp|B6TYV8|CNR2_MAIZE	7.42773e-104	143/188(76.06)	307	Cell number regulator 2 OS=Zea mays GN=CNR2 PE=2 SV=1
T1_Unigene_BMK.48233	sp|P05790|FIBH_BOMMO	4.83314e-83	136/252(53.97)	279	Fibroin heavy chain OS=Bombyx mori GN=FIBH PE=1 SV=4
T1_Unigene_BMK.48264	sp|Q6ZQP7|YV021_HUMAN	4.43447e-21	93/259(35.91)	95	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T1_Unigene_BMK.48267	sp|Q9SZN7|HIP26_ARATH	5.84401e-46	81/155(52.26)	157	Heavy metal-associated isoprenylated plant protein 26 OS=Arabidopsis thaliana GN=HIPP26 PE=1 SV=1
T1_Unigene_BMK.48507	sp|O26373|Y273_METTH	2.5769e-35	71/148(47.97)	126	UPF0098 protein MTH_273 OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) GN=MTH_273 PE=3 SV=1
T1_Unigene_BMK.48510	sp|Q52KI8|SRRM1_MOUSE	1.09895e-16	72/219(32.88)	83	Serine/arginine repetitive matrix protein 1 OS=Mus musculus GN=Srrm1 PE=1 SV=2
T1_Unigene_BMK.48531	sp|Q06398|GSTU6_ORYSJ	2.1466e-68	120/240(50.00)	219	Probable glutathione S-transferase GSTU6 OS=Oryza sativa subsp. japonica GN=GSTU6 PE=2 SV=2
T1_Unigene_BMK.48722	sp|Q8TFG9|YL61_SCHPO	2.04749e-07	97/390(24.87)	57	Putative GPI-anchored protein PB15E9.01c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAPB15E9.01c PE=2 SV=3
T1_Unigene_BMK.48933	sp|Q57951|Y531_METJA	3.4174e-09	37/118(31.36)	58	Universal stress protein MJ0531 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ0531 PE=3 SV=1
T1_Unigene_BMK.48944	sp|Q9FK81|Y5258_ARATH	7.1529e-26	48/103(46.60)	100	Uncharacterized protein At5g22580 OS=Arabidopsis thaliana GN=At5g22580 PE=1 SV=1
T1_Unigene_BMK.49256	sp|P20186|YT35_STRFR	9.45769e-07	42/126(33.33)	51	Uncharacterized 35.5 kDa protein in transposon Tn4556 OS=Streptomyces fradiae PE=4 SV=1
T1_Unigene_BMK.49269	sp|P30188|CML35_ARATH	8.44382e-26	73/196(37.24)	105	Probable calcium-binding protein CML35 OS=Arabidopsis thaliana GN=CML35 PE=1 SV=2
T1_Unigene_BMK.49301	sp|Q17RH7|TPRXL_HUMAN	1.38571e-15	63/177(35.59)	78	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T1_Unigene_BMK.49337	sp|Q9SLP4|CHIT1_TULBA	5.99633e-89	145/289(50.17)	275	Chitinase 1 OS=Tulipa bakeri PE=1 SV=1
T1_Unigene_BMK.49423	sp|P23137|GRP1_TOBAC	1.57375e-12	38/93(40.86)	65	Glycine-rich protein OS=Nicotiana tabacum GN=GRP PE=2 SV=1
T1_Unigene_BMK.49515	sp|O64495|SDD1_ARATH	1.4774e-82	212/623(34.03)	279	Subtilisin-like protease SDD1 OS=Arabidopsis thaliana GN=SDD1 PE=2 SV=1
T1_Unigene_BMK.49535	sp|Q9XI29|Y1540_ARATH	7.75801e-12	42/132(31.82)	64	Uncharacterized protein At1g15400 OS=Arabidopsis thaliana GN=At1g15400 PE=1 SV=2
T1_Unigene_BMK.49580	sp|Q39134|AAP3_ARATH	4.28937e-90	134/189(70.90)	274	Amino acid permease 3 OS=Arabidopsis thaliana GN=AAP3 PE=1 SV=2
T1_Unigene_BMK.49726	sp|Q93Z27|CML45_ARATH	1.59518e-20	47/120(39.17)	91	Probable calcium-binding protein CML45 OS=Arabidopsis thaliana GN=CML45 PE=1 SV=1
T1_Unigene_BMK.49755	sp|Q8LGG8|USPAL_ARATH	4.18432e-09	25/65(38.46)	58	Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2
T1_Unigene_BMK.49828	sp|P10495|GRP1_PHAVU	5.84955e-79	122/200(61.00)	243	Glycine-rich cell wall structural protein 1.0 OS=Phaseolus vulgaris PE=2 SV=1
T1_Unigene_BMK.49937	sp|Q8BTI8|SRRM2_MOUSE	1.3246e-10	76/213(35.68)	67	Serine/arginine repetitive matrix protein 2 OS=Mus musculus GN=Srrm2 PE=1 SV=3
T1_Unigene_BMK.50479	sp|Q9ATM6|PIP24_MAIZE	1.94797e-70	111/152(73.03)	221	Aquaporin PIP2-4 OS=Zea mays GN=PIP2-4 PE=1 SV=1
T1_Unigene_BMK.50483	sp|Q00742|DHR15_WHEAT	5.99646e-71	108/149(72.48)	219	Dehydrin Rab15 OS=Triticum aestivum GN=RAB15 PE=2 SV=1
T1_Unigene_BMK.50536	sp|Q8W3M4|Y4744_ARATH	4.33692e-113	178/344(51.74)	342	Uncharacterized protein At4g06744 OS=Arabidopsis thaliana GN=At4g06744 PE=2 SV=1
T1_Unigene_BMK.50621	sp|Q6YZZ6|GL84_ORYSJ	6.15434e-127	182/226(80.53)	366	Germin-like protein 8-4 OS=Oryza sativa subsp. japonica GN=GER1 PE=2 SV=1
T1_Unigene_BMK.50651	sp|P21997|SSGP_VOLCA	3.95339e-18	50/92(54.35)	90	Sulfated surface glycoprotein 185 OS=Volvox carteri PE=1 SV=1
T1_Unigene_BMK.50845	sp|Q58629|Y1232_METJA	4.44919e-14	43/145(29.66)	75	Uncharacterized protein MJ1232 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1232 PE=4 SV=1
T1_Unigene_BMK.50879	sp|Q9FLQ7|FH20_ARATH	4.75388e-08	40/111(36.04)	56	Formin-like protein 20 OS=Arabidopsis thaliana GN=FH20 PE=2 SV=3
T1_Unigene_BMK.51005	sp|Q42551|SCE1_ARATH	6.02197e-107	141/159(88.68)	312	SUMO-conjugating enzyme SCE1 OS=Arabidopsis thaliana GN=SCE1 PE=1 SV=1
T1_Unigene_BMK.51031	sp|Q42342|CYB5A_ARATH	3.7588e-30	38/53(71.70)	86	Cytochrome b5 isoform A OS=Arabidopsis thaliana GN=CYTB5-A PE=1 SV=2
T1_Unigene_BMK.51156	sp|Q6S6W0|GP2_EHV1V	2.61352e-08	50/152(32.89)	59	Glycoprotein gp2 OS=Equine herpesvirus 1 (strain V592) GN=71 PE=3 SV=1
T1_Unigene_BMK.51176	sp|A3AB67|FH16_ORYSJ	8.58765e-06	51/193(26.42)	50	Formin-like protein 16 OS=Oryza sativa subsp. japonica GN=FH16 PE=2 SV=1
T1_Unigene_BMK.51235	sp|Q99070|GRP2_SORBI	1.7718e-11	35/82(42.68)	65	Glycine-rich RNA-binding protein 2 OS=Sorghum bicolor GN=GRP2 PE=2 SV=1
T1_Unigene_BMK.51294	sp|Q9FH04|ADHL7_ARATH	1.6483e-122	178/308(57.79)	366	Alcohol dehydrogenase-like 7 OS=Arabidopsis thaliana GN=At5g42250 PE=2 SV=1
T1_Unigene_BMK.51376	sp|C9XXI1|ENTH_CROTZ	4.62084e-13	40/122(32.79)	68	Proofreading thioesterase EntH OS=Cronobacter turicensis (strain DSM 18703 / LMG 23827 / z3032) GN=entH PE=3 SV=1
T1_Unigene_BMK.51543	sp|Q9T0K5|LRX3_ARATH	2.38829e-19	56/124(45.16)	94	Leucine-rich repeat extensin-like protein 3 OS=Arabidopsis thaliana GN=LRX3 PE=1 SV=1
T1_Unigene_BMK.51585	sp|P14009|14KD_DAUCA	7.59094e-37	69/120(57.50)	130	14 kDa proline-rich protein DC2.15 OS=Daucus carota PE=2 SV=1
T1_Unigene_BMK.51622	sp|Q9LX66|HERK_ARATH	4.51047e-36	74/157(47.13)	137	Receptor-like protein kinase HERK 1 OS=Arabidopsis thaliana GN=HERK1 PE=1 SV=1
T1_Unigene_BMK.51798	sp|Q9CXS4|CENPV_MOUSE	3.62075e-33	57/117(48.72)	126	Centromere protein V OS=Mus musculus GN=Cenpv PE=2 SV=2
T1_Unigene_BMK.51806	sp|Q10E50|PLA23_ORYSJ	1.02692e-75	119/166(71.69)	238	Phospholipase A2 homolog 3 OS=Oryza sativa subsp. japonica GN=PLA2-III PE=1 SV=1
T1_Unigene_BMK.51853	sp|O65351|SUBL_ARATH	0	368/751(49.00)	652	Subtilisin-like protease OS=Arabidopsis thaliana GN=ARA12 PE=1 SV=1
T1_Unigene_BMK.51951	sp|Q687E1|NPP_HORVU	6.76768e-66	96/164(58.54)	213	Nucleotide pyrophosphatase/phosphodiesterase (Fragments) OS=Hordeum vulgare GN=npp PE=1 SV=2
T1_Unigene_BMK.51956	sp|Q02817|MUC2_HUMAN	1.8562e-15	64/203(31.53)	82	Mucin-2 OS=Homo sapiens GN=MUC2 PE=1 SV=2
T1_Unigene_BMK.52023	sp|Q7F8S5|PR2E2_ORYSJ	4.66392e-122	189/224(84.38)	349	Peroxiredoxin-2E-2, chloroplastic OS=Oryza sativa subsp. japonica GN=PRXIIE-2 PE=1 SV=1
T1_Unigene_BMK.52088	sp|P42761|GSTFA_ARATH	4.57023e-27	63/184(34.24)	107	Glutathione S-transferase F10 OS=Arabidopsis thaliana GN=GSTF10 PE=1 SV=3
T1_Unigene_BMK.52198	sp|Q9C757|INT2_ARATH	0	415/574(72.30)	851	Probable inositol transporter 2 OS=Arabidopsis thaliana GN=INT2 PE=1 SV=1
T1_Unigene_BMK.52307	sp|Q06398|GSTU6_ORYSJ	7.57234e-77	124/233(53.22)	237	Probable glutathione S-transferase GSTU6 OS=Oryza sativa subsp. japonica GN=GSTU6 PE=2 SV=2
T1_Unigene_BMK.52326	sp|P59910|DJB13_HUMAN	4.54076e-46	76/158(48.10)	160	DnaJ homolog subfamily B member 13 OS=Homo sapiens GN=DNAJB13 PE=2 SV=1
T1_Unigene_BMK.52453	sp|Q8VWQ5|WRK50_ARATH	8.86264e-38	60/93(64.52)	137	Probable WRKY transcription factor 50 OS=Arabidopsis thaliana GN=WRKY50 PE=2 SV=1
T1_Unigene_BMK.52532	sp|O49453|Y4844_ARATH	5.21518e-58	91/136(66.91)	186	Uncharacterized protein At4g28440 OS=Arabidopsis thaliana GN=At4g28440 PE=1 SV=1
T1_Unigene_BMK.52617	sp|B1B5D5|NNJA3_WHEAT	0	306/310(98.71)	611	Ninja-family protein 3 OS=Triticum aestivum GN=AFP-D1 PE=3 SV=1
T1_Unigene_BMK.52747	sp|C0LGP4|Y3475_ARATH	0	230/578(39.79)	386	Probable LRR receptor-like serine/threonine-protein kinase At3g47570 OS=Arabidopsis thaliana GN=At3g47570 PE=1 SV=1
T1_Unigene_BMK.52792	sp|Q05349|12KD_FRAAN	7.6918e-40	69/115(60.00)	137	Auxin-repressed 12.5 kDa protein OS=Fragaria ananassa PE=2 SV=1
T1_Unigene_BMK.52893	sp|Q6ERE5|VIT12_ORYSJ	1.18562e-146	215/246(87.40)	419	Vacuolar iron transporter 1.2 OS=Oryza sativa subsp. japonica GN=VIT1.2 PE=3 SV=2
T1_Unigene_BMK.52928	sp|P29250|LOX2_ORYSJ	7.39094e-66	101/137(73.72)	217	Linoleate 9S-lipoxygenase 2 OS=Oryza sativa subsp. japonica GN=LOX1.1 PE=2 SV=2
T1_Unigene_BMK.53015	sp|Q75K78|CKX9_ORYSJ	0	357/414(86.23)	733	Cytokinin dehydrogenase 9 OS=Oryza sativa subsp. japonica GN=CKX9 PE=2 SV=1
T1_Unigene_BMK.53020	sp|P84516|PER1_SORBI	1.97496e-140	208/340(61.18)	407	Cationic peroxidase SPC4 OS=Sorghum bicolor GN=SORBIDRAFT_03g046810 PE=1 SV=2
T1_Unigene_BMK.53030	sp|Q7XCL0|EXLA2_ORYSJ	1.03789e-22	38/45(84.44)	91	Expansin-like A2 OS=Oryza sativa subsp. japonica GN=EXLA2 PE=2 SV=1
T1_Unigene_BMK.53061	sp|Q9SXS2|SUT33_ARATH	0	322/459(70.15)	659	Probable sulfate transporter 3.3 OS=Arabidopsis thaliana GN=SULTR3;3 PE=2 SV=2
T1_Unigene_BMK.53070	sp|P0CP00|MYO1_CRYNJ	1.47393e-06	63/237(26.58)	54	Myosin-1 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) GN=MYO1 PE=3 SV=1
T1_Unigene_BMK.53079	sp|Q6H849|NRL4_ORYSJ	0	271/345(78.55)	558	Bifunctional nitrilase/nitrile hydratase NIT4 OS=Oryza sativa subsp. japonica GN=NIT4 PE=2 SV=1
T1_Unigene_BMK.53145	sp|Q06398|GSTU6_ORYSJ	8.48183e-135	192/236(81.36)	387	Probable glutathione S-transferase GSTU6 OS=Oryza sativa subsp. japonica GN=GSTU6 PE=2 SV=2
T1_Unigene_BMK.53152	sp|Q5SMY5|GRXS2_ORYSJ	6.48824e-57	99/123(80.49)	183	Monothiol glutaredoxin-S2 OS=Oryza sativa subsp. japonica GN=GRXS2 PE=2 SV=1
T1_Unigene_BMK.53155	sp|Q9ZUH5|SDR2B_ARATH	4.16884e-71	134/300(44.67)	229	Short-chain dehydrogenase/reductase 2b OS=Arabidopsis thaliana GN=SDR2b PE=2 SV=1
T1_Unigene_BMK.53296	sp|Q8T4N5|TSEP_GLOPP	1.38211e-44	75/142(52.82)	156	Protein TsetseEP OS=Glossina palpalis palpalis PE=4 SV=1
T1_Unigene_BMK.53300	sp|Q9FPQ6|GP1_CHLRE	9.49979e-34	95/261(36.40)	134	Vegetative cell wall protein gp1 OS=Chlamydomonas reinhardtii GN=GP1 PE=2 SV=1
T1_Unigene_BMK.53358	sp|Q0PHV7|DACT3_MOUSE	3.89529e-10	57/142(40.14)	63	Dapper homolog 3 OS=Mus musculus GN=Dact3 PE=1 SV=1
T1_Unigene_BMK.53450	sp|Q9ZQ89|UPS2_ARATH	4.92891e-180	255/365(69.86)	513	Ureide permease 2 OS=Arabidopsis thaliana GN=UPS2 PE=2 SV=2
T1_Unigene_BMK.53476	sp|Q6L4D4|CML15_ORYSJ	3.80279e-13	59/159(37.11)	70	Probable calcium-binding protein CML15 OS=Oryza sativa subsp. japonica GN=CML15 PE=2 SV=1
T1_Unigene_BMK.53682	sp|Q17RH7|TPRXL_HUMAN	2.68993e-13	67/260(25.77)	73	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T1_Unigene_BMK.53685	sp|Q8VYE5|E1312_ARATH	9.74021e-108	187/478(39.12)	335	Glucan endo-1,3-beta-glucosidase 12 OS=Arabidopsis thaliana GN=At4g29360 PE=1 SV=1
T1_Unigene_BMK.53691	sp|O13737|YDR2_SCHPO	4.36027e-27	67/156(42.95)	110	Uncharacterized endoplasmic reticulum membrane protein C16E8.02 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC16E8.02 PE=4 SV=2
T1_Unigene_BMK.53747	sp|P29675|SF3_HELAN	4.44951e-94	127/194(65.46)	282	Pollen-specific protein SF3 OS=Helianthus annuus GN=SF3 PE=2 SV=1
T1_Unigene_BMK.53847	sp|Q0JPA6|SRS1_ORYSJ	1.7272e-104	173/210(82.38)	308	Salt stress root protein RS1 OS=Oryza sativa subsp. japonica GN=Os01g0233000 PE=2 SV=1
T1_Unigene_BMK.54028	sp|Q9ZVQ3|GSTZ1_ARATH	5.03861e-91	130/209(62.20)	275	Glutathione S-transferase Z1 OS=Arabidopsis thaliana GN=GSTZ1 PE=1 SV=1
T1_Unigene_BMK.54106	sp|Q6H5X0|RIP2_ORYSJ	3.69879e-92	121/154(78.57)	276	Putative ripening-related protein 2 OS=Oryza sativa subsp. japonica GN=Os02g0637000 PE=2 SV=1
T1_Unigene_BMK.54160	sp|Q9MAH3|DJ1B_ARATH	1.47984e-128	196/400(49.00)	385	Protein DJ-1 homolog B OS=Arabidopsis thaliana GN=DJ1B PE=2 SV=1
T1_Unigene_BMK.54222	sp|Q9UF83|YM012_HUMAN	1.30933e-20	104/324(32.10)	99	Uncharacterized protein DKFZp434B061 OS=Homo sapiens PE=2 SV=2
T1_Unigene_BMK.54378	sp|Q7XDB8|LOGLA_ORYSJ	2.56707e-135	194/208(93.27)	389	Probable cytokinin riboside 5&apos;-monophosphate phosphoribohydrolase LOGL10 OS=Oryza sativa subsp. japonica GN=LOGL10 PE=2 SV=1
T1_Unigene_BMK.54510	sp|Q8VYE4|PTR12_ARATH	1.94049e-135	211/550(38.36)	413	Probable peptide/nitrate transporter At1g27040 OS=Arabidopsis thaliana GN=At1g27040 PE=2 SV=1
T1_Unigene_BMK.54532	sp|Q9FJ45|GDL83_ARATH	6.73253e-34	61/129(47.29)	127	GDSL esterase/lipase At5g45910 OS=Arabidopsis thaliana GN=At5g45910 PE=2 SV=1
T1_Unigene_BMK.54533	sp|Q9FPE4|GDL12_ARATH	1.26635e-19	41/70(58.57)	88	GDSL esterase/lipase At1g28660 OS=Arabidopsis thaliana GN=At1g28660 PE=2 SV=1
T1_Unigene_BMK.54534	sp|Q9LZB2|GDL74_ARATH	1.4518e-32	58/132(43.94)	120	GDSL esterase/lipase At5g03980 OS=Arabidopsis thaliana GN=At5g03980 PE=2 SV=1
T1_Unigene_BMK.54577	sp|Q9LMX4|PPA1_ARATH	0	249/395(63.04)	537	Probable inactive purple acid phosphatase 1 OS=Arabidopsis thaliana GN=PAP1 PE=2 SV=1
